,city,Lat,Long,VenueName,VenueLatitude,VenueLongitude,VenueCategory
37,Huntington Beach,33.725167,-118.00509,Beadology,33.728457,-118.007195,Arts & Crafts Store
38,Huntington Beach,33.725167,-118.00509,Jinny's Bridal,33.728457,-118.007195,Bridal Shop
39,Huntington Beach,33.725167,-118.00509,Pho Ha,33.728899,-118.006463,Vietnamese Restaurant
40,Huntington Beach,33.725167,-118.00509,Ding Tea,33.728750452591406,-118.00719427049324,Bubble Tea Shop
41,Huntington Beach,33.725167,-118.00509,Poke Garden,33.729572,-118.00586399999999,Poke Place
42,Sherman Oaks,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
43,Sherman Oaks,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
44,Sherman Oaks,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
45,Sherman Oaks,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
46,Sherman Oaks,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
47,Sherman Oaks,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
48,Sherman Oaks,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
49,Sherman Oaks,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
50,Sherman Oaks,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
51,Sherman Oaks,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
52,Sherman Oaks,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
53,Sherman Oaks,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
54,Sherman Oaks,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
55,Sherman Oaks,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
56,Sherman Oaks,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
57,Sherman Oaks,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
58,Sherman Oaks,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
59,Sherman Oaks,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
60,Lake Forest,33.640223,-117.69108,Lake Forest Park,33.64129771786309,-117.69054262500521,Park
61,Lake Forest,33.640223,-117.69108,Charger Hall (ETHS),33.63659812175151,-117.6891249752592,Theater
62,Lake Forest,33.640223,-117.69108,El Toro Volleyball,33.636464,-117.688293,Volleyball Court
63,Hemet,33.736743,-117.0217,Hughesnet Authorized Dealer,33.73483290307584,-117.02062726020813,Business Service
64,Hemet,33.736743,-117.0217,The Lakes at Hemet West,33.7389175,-117.0249736,Gym
65,Redondo Beach,33.845064,-118.395107,The Portofino Hotel & Marina,33.845309,-118.396914,Hotel
66,Redondo Beach,33.845064,-118.395107,The Cheesecake Factory,33.84692286554183,-118.39510969916323,American Restaurant
67,Redondo Beach,33.845064,-118.395107,The Redondo Beach Hotel,33.84647344230859,-118.39332867884119,Hotel
68,Redondo Beach,33.845064,-118.395107,Shade Hotel Redondo,33.8472889642171,-118.39519715748851,Hotel
69,Redondo Beach,33.845064,-118.395107,Polly's On The Pier,33.8433706128129,-118.39382896019205,American Restaurant
70,Redondo Beach,33.845064,-118.395107,Crowne Plaza Redondo Beach and Marina,33.845616,-118.39255,Hotel
71,Redondo Beach,33.845064,-118.395107,Captain Kidd's Fish Market & Restaurant,33.84350733007616,-118.39236348001518,Seafood Restaurant
72,Redondo Beach,33.845064,-118.395107,Sea Level,33.847315074770215,-118.3952001306244,American Restaurant
73,Redondo Beach,33.845064,-118.395107,BALEENkitchen,33.84537538154835,-118.39692971854593,American Restaurant
74,Redondo Beach,33.845064,-118.395107,Bluewater Grill,33.848681518265884,-118.39647636736603,Seafood Restaurant
75,Redondo Beach,33.845064,-118.395107,The Slip Bar and Eatery,33.842145,-118.391194,Bar
76,Redondo Beach,33.845064,-118.395107,Joe's Crab Shack,33.84422490150712,-118.39561946690083,Seafood Restaurant
77,Redondo Beach,33.845064,-118.395107,Naja's Place,33.84241521478639,-118.39162521477306,Bar
78,Redondo Beach,33.845064,-118.395107,A Basq Kitchen,33.84189107243894,-118.39137467386125,Tapas Restaurant
79,Redondo Beach,33.845064,-118.395107,Dive and Surf,33.84742990020895,-118.39148753908401,Board Shop
80,Redondo Beach,33.845064,-118.395107,Seaside Lagoon - Redondo Beach,33.84466714968365,-118.39401721076625,Harbor / Marina
81,Redondo Beach,33.845064,-118.395107,Corner Pub,33.84256273524135,-118.39183682134615,Seafood Restaurant
82,Redondo Beach,33.845064,-118.395107,International boardwalk,33.84251771043708,-118.39169697519107,Seafood Restaurant
83,Redondo Beach,33.845064,-118.395107,Samba Brazilian Steakhouse,33.8427,-118.39302,Brazilian Restaurant
84,Redondo Beach,33.845064,-118.395107,R10 Social House & Bar,33.84255690978591,-118.39210670578669,American Restaurant
85,Redondo Beach,33.845064,-118.395107,Kona Koffee,33.841955973520356,-118.39150273444868,Café
86,Redondo Beach,33.845064,-118.395107,King Harbor Marina,33.84555645768889,-118.39458206185667,Harbor / Marina
87,Redondo Beach,33.845064,-118.395107,Portofino Marina C Dock,33.845968,-118.396268,Harbor / Marina
88,Redondo Beach,33.845064,-118.395107,LA Boat Rentals,33.84455871582031,-118.39617156982422,Harbor / Marina
89,Redondo Beach,33.845064,-118.395107,Marina Bike Rentals,33.8463582849609,-118.39390147489723,Bike Rental / Bike Share
90,Redondo Beach,33.845064,-118.395107,Rocky Point,33.84455871582031,-118.39617156982422,Harbor / Marina
91,Redondo Beach,33.845064,-118.395107,Marina Sailing,33.846813,-118.39509699999999,Harbor / Marina
92,Redondo Beach,33.845064,-118.395107,California Yacht Marina - Port Royal,33.846245763513025,-118.39559764791825,Harbor / Marina
93,Redondo Beach,33.845064,-118.395107,Crowne Plaza Fitness Center,33.845247,-118.392924,Gym
94,Redondo Beach,33.845064,-118.395107,Boat,33.846803,-118.3958,Boat or Ferry
95,Redondo Beach,33.845064,-118.395107,Redondo Beach Sport Fishing,33.84320619359138,-118.39393733268064,Outdoor Supply Store
96,Redondo Beach,33.845064,-118.395107,Redondo Beach Marina,33.842984604947006,-118.3918776060447,Harbor / Marina
97,Redondo Beach,33.845064,-118.395107,Paddle House,33.8426326022492,-118.39180343259136,Business Service
98,Redondo Beach,33.845064,-118.395107,The Sweet Dee,33.84858744,-118.39722821,Boat or Ferry
99,Redondo Beach,33.845064,-118.395107,Czuleger Park,33.84355355630245,-118.39004258937122,Park
100,San Mateo,37.570385,-122.32044,Yakitori Kokko,37.567685296290186,-122.32143058599556,Japanese Restaurant
101,San Mateo,37.570385,-122.32044,Takahashi Market,37.56698286736675,-122.32083938952984,Grocery Store
102,San Mateo,37.570385,-122.32044,Ike's Place,37.56744436235678,-122.31949638760926,Sandwich Place
103,San Mateo,37.570385,-122.32044,Philz Coffee,37.56700396082848,-122.32367002538,Coffee Shop
104,San Mateo,37.570385,-122.32044,CrossFit San Mateo,37.56884574347289,-122.32441652321668,Gym
105,San Mateo,37.570385,-122.32044,Mortar & Pestle,37.56695419682978,-122.32347439515657,Cocktail Bar
106,San Mateo,37.570385,-122.32044,Curry Up Now,37.566815592612656,-122.32364368005146,Indian Restaurant
107,San Mateo,37.570385,-122.32044,Golden Nursery,37.571853411829146,-122.31574822003077,Garden Center
108,San Mateo,37.570385,-122.32044,Uji Time,37.566925518206574,-122.32399602466212,Ice Cream Shop
109,San Mateo,37.570385,-122.32044,Fuji Sukiyaki,37.56649164296447,-122.32084910578757,Japanese Restaurant
110,San Mateo,37.570385,-122.32044,Zen Noodle Bar,37.56729252818339,-122.31948312043244,Chinese Restaurant
111,San Mateo,37.570385,-122.32044,Taqueria El Nayarita,37.56726474090316,-122.31933886408657,Mexican Restaurant
112,San Mateo,37.570385,-122.32044,Orangetheory Fitness,37.567056874748836,-122.32388277374541,Gym / Fitness Center
113,San Mateo,37.570385,-122.32044,Bambū Desserts & Drinks,37.56653476254394,-122.32331245705554,Dessert Shop
114,San Mateo,37.570385,-122.32044,Karaage Burger,37.56734419998175,-122.31947306279304,Burger Joint
115,San Mateo,37.570385,-122.32044,Sharetea,37.56626826492917,-122.32264355655579,Bubble Tea Shop
116,San Mateo,37.570385,-122.32044,China Bee,37.567405719221135,-122.32435100007855,Chinese Restaurant
117,San Mateo,37.570385,-122.32044,Taqueria Las Cazuelas,37.566209,-122.31988700000001,Mexican Restaurant
118,San Mateo,37.570385,-122.32044,Las Palomas Taqueria,37.56663445346035,-122.32054326453868,Mexican Restaurant
119,San Mateo,37.570385,-122.32044,Joy Sushi,37.56719787239696,-122.32434062524669,Sushi Restaurant
120,San Mateo,37.570385,-122.32044,Bill's Hofbrau,37.567662262506616,-122.32452697990978,Comfort Food Restaurant
121,San Mateo,37.570385,-122.32044,Taqueria La Cumbre,37.56807977190048,-122.32466640168843,Mexican Restaurant
122,San Mateo,37.570385,-122.32044,Jeffrey's Hamburgers,37.56708274540999,-122.32425025931033,Burger Joint
123,San Mateo,37.570385,-122.32044,Metropolitan Apartments,37.56776361562411,-122.31815859678136,Residential Building (Apartment / Condo)
124,San Mateo,37.570385,-122.32044,Little Caesars Pizza,37.567503041866615,-122.31955816411883,Pizza Place
125,San Mateo,37.570385,-122.32044,7-Eleven,37.5669486418502,-122.319457232952,Convenience Store
126,San Mateo,37.570385,-122.32044,Saigon City Vietnamese Cuisine,37.56647894873194,-122.32090646392635,Vietnamese Restaurant
127,San Mateo,37.570385,-122.32044,Bangkok Patio,37.56745471774866,-122.31971056532446,Thai Restaurant
128,San Mateo,37.570385,-122.32044,Block Advisors,37.5676119602925,-122.32439517974854,Business Service
129,San Mateo,37.570385,-122.32044,Eggettes,37.56745162575317,-122.32413349741864,Bubble Tea Shop
130,San Mateo,37.570385,-122.32044,Shell,37.56747705616838,-122.32023409950504,Gas Station
131,San Mateo,37.570385,-122.32044,Jack in the Box,37.5670878966925,-122.32052877545357,Fast Food Restaurant
132,San Mateo,37.570385,-122.32044,San Mateo Caltrain Station,37.56830716270489,-122.32409477233885,Train Station
133,San Mateo,37.570385,-122.32044,Wing Fat,37.566611475393195,-122.32065465581717,Chinese Restaurant
134,San Mateo,37.570385,-122.32044,Caltrain #152,37.56833135639443,-122.32400191846948,Tram Station
135,San Mateo,37.570385,-122.32044,Jiffy Lube,37.56630673013503,-122.31887329516024,Automotive Shop
136,San Mateo,37.570385,-122.32044,WW (Weight Watchers),37.56761169433594,-122.32428741455078,Weight Loss Center
137,San Mateo,37.570385,-122.32044,Mi Rancho Supermercado,37.568594786523114,-122.32540399106351,Grocery Store
138,Red Bluff,40.183837,-122.24074,Dog Island Disc Golf,40.18478862821198,-122.23744536464957,Disc Golf
139,Red Bluff,40.183837,-122.24074,Classic Inn,40.18154554738376,-122.23824262619017,Hotel
140,Red Bluff,40.183837,-122.24074,Forward Park,40.18610865825009,-122.24490207566018,Park
141,Santa Monica,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
142,Santa Monica,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
143,Santa Monica,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
144,Santa Monica,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
145,Santa Monica,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
146,Santa Monica,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
147,Santa Monica,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
148,Santa Monica,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
149,Santa Monica,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
150,Santa Monica,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
151,Santa Monica,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
152,Santa Monica,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
153,Santa Monica,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
154,Santa Monica,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
155,Santa Monica,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
156,Santa Monica,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
157,Santa Monica,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
158,Santa Monica,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
159,San Marino,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
160,San Marino,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
161,San Marino,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
162,San Marino,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
163,San Marino,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
164,San Marino,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
165,San Marino,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
166,San Marino,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
167,San Marino,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
168,San Marino,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
169,San Marino,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
170,San Marino,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
171,San Marino,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
172,San Marino,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
173,San Marino,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
174,San Marino,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
175,San Marino,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
176,San Marino,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
177,Van Nuys,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
178,Van Nuys,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
179,Van Nuys,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
180,Van Nuys,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
181,Van Nuys,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
182,Van Nuys,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
183,Van Nuys,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
184,Van Nuys,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
185,Van Nuys,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
186,Van Nuys,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
187,Van Nuys,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
188,Van Nuys,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
189,Van Nuys,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
190,Van Nuys,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
191,Van Nuys,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
192,Van Nuys,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
193,Van Nuys,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
194,Van Nuys,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
195,Anaheim,33.640302,-117.769442,Orange County Concrete Pavers,33.641365812617444,-117.76928007602692,Home Service
196,Anaheim,33.640302,-117.769442,Valley View Park,33.643003,-117.76996399999999,Park
197,Anaheim,33.640302,-117.769442,Top of Quail Hill,33.64227432949613,-117.77381165653601,Park
198,Anaheim,33.640302,-117.769442,Cascades Park,33.64265,-117.773624,Park
199,Pacific Grove,36.619065,-121.92102,Pavels Backerei,36.62020035533583,-121.9182072064503,Bakery
200,Pacific Grove,36.619065,-121.92102,Fandango Restaurant,36.62052279558411,-121.9190831482037,French Restaurant
201,Pacific Grove,36.619065,-121.92102,The Bookworks,36.62210496795856,-121.9202310840343,Bookstore
202,Pacific Grove,36.619065,-121.92102,Passionfish,36.622322789823436,-121.92087852087197,Seafood Restaurant
203,Pacific Grove,36.619065,-121.92102,Red House Cafe,36.622197898885894,-121.91975714535745,Coffee Shop
204,Pacific Grove,36.619065,-121.92102,Grove Market,36.62033193599733,-121.91838034363714,Grocery Store
205,Pacific Grove,36.619065,-121.92102,Jeninni Kitchen & Wine Bar,36.620665875089976,-121.91664604836976,Mediterranean Restaurant
206,Pacific Grove,36.619065,-121.92102,Peppers Mexicali Cafe,36.62171539429014,-121.9176309634775,Mexican Restaurant
207,Pacific Grove,36.619065,-121.92102,Holly's Lighthouse Cafe,36.621417020441,-121.91833640444312,Diner
208,Pacific Grove,36.619065,-121.92102,Pacific Thai Cuisine,36.62201691757031,-121.91988977937221,Thai Restaurant
209,Pacific Grove,36.619065,-121.92102,The Monarch Pub & Resturant,36.621399,-121.919094,Pub
210,Pacific Grove,36.619065,-121.92102,Mauricio's,36.62111088165357,-121.91809223980279,Breakfast Spot
211,Pacific Grove,36.619065,-121.92102,Lighthouse Cinemas,36.62036901127716,-121.9164596473495,Movie Theater
212,Pacific Grove,36.619065,-121.92102,Pacific Grove Museum Of Natural History,36.62187300424613,-121.91713678270189,Science Museum
213,Pacific Grove,36.619065,-121.92102,Carmel Valley Roasting Co.,36.620355189594584,-121.9158560425518,Coffee Shop
214,Pacific Grove,36.619065,-121.92102,Toasties Cafe,36.62265719799284,-121.9207743034512,Breakfast Spot
215,Pacific Grove,36.619065,-121.92102,Centrella Inn,36.6224277565024,-121.91810952837612,Hotel
216,Pacific Grove,36.619065,-121.92102,Aliotti's Victorian Corner,36.620489150398505,-121.9167745303536,Café
217,Pacific Grove,36.619065,-121.92102,Mando's Restaurant,36.62155260277279,-121.9163770438147,Mexican Restaurant
218,Pacific Grove,36.619065,-121.92102,Chase Bank,36.620766396185964,-121.91778712822438,Bank
219,Pacific Grove,36.619065,-121.92102,P.G. Juice n' Java,36.6212169245805,-121.91831601397556,Coffee Shop
220,Pacific Grove,36.619065,-121.92102,Goodie's Delicatessen,36.62074045167198,-121.91609368072413,Sandwich Place
221,Pacific Grove,36.619065,-121.92102,International Cuisine,36.62186425082382,-121.91908708595686,Restaurant
222,Pacific Grove,36.619065,-121.92102,The Ice Cream Shoppe,36.622781338609805,-121.920914690035,Ice Cream Shop
223,Pacific Grove,36.619065,-121.92102,Shell,36.62211095355303,-121.92058776147532,Gas Station
224,Pacific Grove,36.619065,-121.92102,Fournier's Bakery Cafe,36.62191910741786,-121.91926976155776,Café
225,Pacific Grove,36.619065,-121.92102,La Piccola Casa,36.621194,-121.91916200000001,Pizza Place
226,Pacific Grove,36.619065,-121.92102,Wild Fish,36.620567,-121.917015,Seafood Restaurant
227,Pacific Grove,36.619065,-121.92102,O'Connor Pest Control Monterey,36.619162,-121.92593799999999,Home Service
228,Pacific Grove,36.619065,-121.92102,Favaloro's Italian-American,36.621639251708984,-121.91655731201172,Food
229,Sunnyvale,37.378341,-122.02398,Hardy's Bavaria,37.37760152350914,-122.029358707293,German Restaurant
230,Sunnyvale,37.378341,-122.02398,Martin Murphy Jr. Historical Park,37.38123233821876,-122.02704548835754,Park
231,Sunnyvale,37.378341,-122.02398,Office Bar,37.375780150711634,-122.0285560019566,Lounge
232,Sunnyvale,37.378341,-122.02398,Mt. Eden Floral Company,37.37481689453125,-122.02356719970703,Flower Shop
233,Bodega Bay,38.347701,-123.05869,Horse N Around Trail Rides,38.35,-123.06,Stables
234,Milpitas,37.436451,-121.89438,BevMo!,37.43485118679836,-121.89478888742967,Liquor Store
235,Milpitas,37.436451,-121.89438,i-Tea,37.43326706167024,-121.89300871178538,Bubble Tea Shop
236,Milpitas,37.436451,-121.89438,Yogurtland,37.433353,-121.893014,Frozen Yogurt Shop
237,Milpitas,37.436451,-121.89438,Safeway,37.4350391,-121.8980612,Grocery Store
238,Milpitas,37.436451,-121.89438,24 Hour Fitness,37.43477608104886,-121.8946494088077,Gym / Fitness Center
239,Milpitas,37.436451,-121.89438,Mikonos Grill,37.433336833355696,-121.8930013880802,Greek Restaurant
240,Milpitas,37.436451,-121.89438,Peet's Coffee & Tea,37.434545,-121.898106,Coffee Shop
241,Milpitas,37.436451,-121.89438,Massage Envy - Milpitas,37.43553680308766,-121.8975844903174,Spa
242,Milpitas,37.436451,-121.89438,IHOP,37.43372125284917,-121.8932252754902,Breakfast Spot
243,Milpitas,37.436451,-121.89438,Starbucks,37.434955,-121.898062,Coffee Shop
244,Milpitas,37.436451,-121.89438,Erik's DeliCafe,37.4352847,-121.8988834,Sandwich Place
245,Milpitas,37.436451,-121.89438,Cheese Steak Shop,37.434986927437066,-121.8988873304329,Sandwich Place
246,Milpitas,37.436451,-121.89438,Staples,37.43532658901924,-121.8963972812206,Paper / Office Supplies Store
247,Milpitas,37.436451,-121.89438,Jamba Juice,37.434583,-121.89803,Juice Bar
248,Milpitas,37.436451,-121.89438,Luu New Tung Kee Noodle,37.43358371048982,-121.89763601301719,Noodle House
249,Milpitas,37.436451,-121.89438,Red Lobster,37.433246,-121.896325,Seafood Restaurant
250,Milpitas,37.436451,-121.89438,El Torito,37.4330641034452,-121.8973453161278,Mexican Restaurant
251,Milpitas,37.436451,-121.89438,Peter T. Gill Park,37.43812206174227,-121.89545720364839,Park
252,Milpitas,37.436451,-121.89438,Giorgio's Italian Food & Pizza,37.435170453406414,-121.89619670739225,Italian Restaurant
253,Milpitas,37.436451,-121.89438,The UPS Store,37.43517097185787,-121.8988753929898,Shipping Store
254,Milpitas,37.436451,-121.89438,Milpitas Town Center,37.4346853877053,-121.89775245659693,Shopping Plaza
255,Milpitas,37.436451,-121.89438,Shell,37.43370280184126,-121.89125579392935,Gas Station
256,Milpitas,37.436451,-121.89438,Big 5 Sporting Goods,37.43381164639953,-121.89404667209364,Sporting Goods Shop
257,Milpitas,37.436451,-121.89438,Swan Court,37.43482208251953,-121.8919677734375,American Restaurant
258,Milpitas,37.436451,-121.89438,Embassy Suites - Gym,37.43466809599255,-121.89193920520533,Gym
259,Milpitas,37.436451,-121.89438,Neil Dahl Fine Jewelers,37.43324279785156,-121.89590454101562,Jewelry Store
